filename,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_feature0,chroma_feature1,chroma_feature2,chroma_feature3,chroma_feature4,chroma_feature5,chroma_feature6,chroma_feature7,chroma_feature8,chroma_feature9,chroma_feature10,chroma_feature11,label
029__[pia][nod][cla]1411__3.wav,0.046116556972265244,873.840618420818,795.8540823880327,1274.8484450120193,0.06995192307692308,-342.8404541015625,203.12904357910156,-18.9390811920166,-10.377100944519043,-10.584142684936523,-14.034823417663574,-7.786433696746826,0.8083017468452454,8.3585786819458,-1.0512677431106567,-1.5379459857940674,-0.0505521334707737,-2.0499043464660645,0.13245579600334167,0.17315156757831573,0.2278643399477005,0.24336832761764526,0.14129462838172913,0.43409958481788635,0.1254330575466156,0.19333960115909576,0.09832853078842163,0.3296068608760834,0.21789999306201935,0.06434164196252823,pia
031__[pia][nod][cla]1444__1.wav,0.022984184324741364,771.5050618034251,1045.0349857779293,1156.4158278245193,0.04649564302884615,-429.744140625,174.0357208251953,24.437702178955078,-0.0533750094473362,-6.430889129638672,1.0264068841934204,-6.985415935516357,-18.960275650024414,-9.421396255493164,3.4443376064300537,5.498007774353027,1.0929834842681885,2.278003454208374,0.036665163934230804,0.10157772153615952,0.34422066807746887,0.12760750949382782,0.16119101643562317,0.13045087456703186,0.47244197130203247,0.153904989361763,0.3890756070613861,0.6216496825218201,0.13953298330307007,0.019555503502488136,pia
031__[pia][nod][cla]1444__2.wav,0.011815103702247143,722.1116784092801,1066.4393355511709,987.4630033052885,0.04693134014423077,-493.0796203613281,205.95262145996094,25.041797637939453,-5.179415225982666,-2.291530132293701,3.3578155040740967,-6.129703044891357,-16.442516326904297,-10.742124557495117,1.7113471031188965,2.2502596378326416,0.7029996514320374,1.355920672416687,0.050306834280490875,0.21353819966316223,0.5682286620140076,0.22115367650985718,0.3024842143058777,0.15947528183460236,0.4736420810222626,0.15527451038360596,0.3674004077911377,0.4645712673664093,0.10594969242811203,0.021128257736563683,pia
032__[pia][dru][jaz_blu]1425__1.wav,0.1415202021598816,1599.130070584655,1892.286799953105,3403.654033954327,0.07255483774038461,-108.87686920166016,127.9740982055664,-16.306659698486328,33.06415939331055,-15.68985652923584,9.51485538482666,-21.196758270263672,2.227926015853882,2.050734758377075,7.631141185760498,-8.10660457611084,-6.158656120300293,-11.362794876098633,0.2916925251483917,0.15601687133312225,0.08359801769256592,0.22776468098163605,0.5032339692115784,0.2774793803691864,0.5895795226097107,0.14681965112686157,0.15076681971549988,0.4431753158569336,0.322144091129303,0.698721706867218,pia
032__[pia][dru][jaz_blu]1425__2.wav,0.18460781872272491,987.1339648603127,1360.9121402490482,1901.6302959735576,0.04268329326923077,-130.29234313964844,173.98660278320312,-24.938514709472656,40.6066780090332,8.413529396057129,17.54011344909668,-9.671250343322754,-5.761670112609863,-6.046086311340332,-5.047570705413818,-6.737464427947998,1.429486870765686,-8.479751586914062,0.3530210554599762,0.5615346431732178,0.546044647693634,0.4876776933670044,0.4737517535686493,0.4097020626068115,0.6221045255661011,0.42180773615837097,0.27967920899391174,0.31299540400505066,0.6829048991203308,0.6366124153137207,pia
032__[pia][dru][jaz_blu]1425__3.wav,0.23000578582286835,1403.8842957893385,1774.4833667971984,2962.306189903846,0.05654296875,-55.21060562133789,140.06173706054688,-24.43600082397461,42.77789306640625,-1.8490033149719238,25.27194595336914,-13.856308937072754,-0.7621761560440063,-7.875993251800537,-4.140960216522217,-8.232799530029297,1.096909523010254,-6.631431579589844,0.40935981273651123,0.5607237815856934,0.2809838056564331,0.43342575430870056,0.3344354033470154,0.4002716541290283,0.8112853169441223,0.410560667514801,0.19926577806472778,0.22508107125759125,0.5560361742973328,0.6256788969039917,pia
042__[pia][nod][cla]1409__1.wav,0.013624163344502449,467.53768709072614,818.0028155149955,725.5033052884615,0.02780573918269231,-548.4306640625,208.28741455078125,36.47222900390625,16.167158126831055,9.541180610656738,2.187305212020874,-2.2855961322784424,-2.060753345489502,-2.381251335144043,-12.365488052368164,-6.208887577056885,-5.01396369934082,-7.875248908996582,0.0876317098736763,0.055406514555215836,0.14791682362556458,0.0669679120182991,0.04560857266187668,0.13529033958911896,0.5054526925086975,0.7727037668228149,0.21998730301856995,0.19788970053195953,0.15100646018981934,0.23697462677955627,pia
042__[pia][nod][cla]1409__2.wav,0.01004195585846901,528.7454701396424,979.0768351735958,819.4211989182693,0.028057391826923076,-583.57958984375,180.3211212158203,31.221561431884766,1.373036503791809,1.3321765661239624,-4.762881278991699,0.421417236328125,2.180142402648926,3.5194225311279297,3.6886494159698486,1.9896761178970337,2.3283982276916504,4.8387956619262695,0.13970127701759338,0.12407734245061874,0.36785945296287537,0.14556124806404114,0.09453783184289932,0.11312302947044373,0.26230543851852417,0.5502431988716125,0.16904795169830322,0.07598857581615448,0.15083542466163635,0.4490969777107239,pia
042__[pia][nod][cla]1409__3.wav,0.011090496554970741,524.5633814310785,962.8999341064737,815.1973783052885,0.025108924278846152,-554.7191162109375,187.20448303222656,20.691129684448242,11.755173683166504,16.501293182373047,2.6179003715515137,-9.785969734191895,-8.304457664489746,-2.5642590522766113,-5.495298385620117,-2.3932697772979736,-9.13533878326416,-11.868823051452637,0.12038964033126831,0.29973721504211426,0.10332348197698593,0.04994802549481392,0.06364855170249939,0.1949196457862854,0.550685465335846,0.2114453911781311,0.42656034231185913,0.665140688419342,0.17466861009597778,0.03232520818710327,pia
051__[pia][dru][jaz_blu]1431__1.wav,0.11921508610248566,1419.921200711109,1845.4538848545521,2544.065129206731,0.06393479567307692,-196.0813751220703,129.21728515625,-3.8197340965270996,9.817787170410156,-9.283580780029297,6.340651512145996,-7.558840751647949,4.593099117279053,-5.80573844909668,2.542874574661255,-6.015222072601318,2.416613817214966,-2.5771214962005615,0.20797289907932281,0.11608345061540604,0.13808394968509674,0.17017878592014313,0.29159119725227356,0.07499313354492188,0.14318795502185822,0.30990782380104065,0.13549044728279114,0.1775965690612793,0.08920121192932129,0.17780952155590057,pia
051__[pia][dru][jaz_blu]1431__2.wav,0.09265731275081635,1546.7119246301731,2049.1074597407164,3075.4383263221152,0.05839092548076923,-221.10574340820312,116.32025909423828,7.2114081382751465,17.56195068359375,-8.108054161071777,1.1381690502166748,-13.601069450378418,4.014349937438965,-1.1548771858215332,9.622354507446289,-5.3390607833862305,-5.804306983947754,-14.55813217163086,0.041887201368808746,0.03903437778353691,0.14395961165428162,0.06527438759803772,0.08820928633213043,0.08166151493787766,0.3617418110370636,0.595191240310669,0.19614852964878082,0.2038462609052658,0.16047009825706482,0.15850044786930084,pia
051__[pia][dru][jaz_blu]1431__3.wav,0.10131140798330307,1364.4766538034899,1921.1387199133544,2558.7242713341348,0.050048828125,-201.0731964111328,130.60504150390625,6.915532112121582,20.510644912719727,-2.147329568862915,7.4489569664001465,-14.498058319091797,-2.5620651245117188,-12.48212718963623,2.165767192840576,-7.85188627243042,2.9286985397338867,-0.6212361454963684,0.19610272347927094,0.3352564871311188,0.4952864944934845,0.20284748077392578,0.08187279105186462,0.14759543538093567,0.18705423176288605,0.11840233206748962,0.11498357355594635,0.24239695072174072,0.12059206515550613,0.15196824073791504,pia
055__[pia][dru][cou_fol]1420__1.wav,0.043845515698194504,1971.026197123755,2349.7848145439457,4253.635817307692,0.07681415264423076,-222.13853454589844,101.7370376586914,4.740023136138916,31.437427520751953,-3.8752195835113525,0.7464346885681152,-5.139590263366699,8.689265251159668,-3.9947316646575928,13.207908630371094,-2.1253304481506348,-4.268819332122803,-12.768365859985352,0.12978552281856537,0.19339725375175476,0.48219507932662964,0.2266349345445633,0.14686045050621033,0.2320607453584671,0.31605464220046997,0.823100745677948,0.30837658047676086,0.3515825569629669,0.15131321549415588,0.30861762166023254,pia
055__[pia][dru][cou_fol]1420__2.wav,0.04514048993587494,1959.256219967959,2254.7045907198444,3982.4002779447114,0.09385141225961538,-201.11868286132812,106.283447265625,-6.283185958862305,28.575674057006836,3.373322010040283,7.6880364418029785,6.439704895019531,7.414097309112549,-10.627367973327637,3.133634567260742,-2.9576308727264404,-1.6134754419326782,-7.867769718170166,0.30234023928642273,0.25866803526878357,0.5416194200515747,0.31681501865386963,0.3747025728225708,0.2792486548423767,0.2678734064102173,0.5936769843101501,0.20190413296222687,0.26455217599868774,0.2019813507795334,0.5532602071762085,pia
055__[pia][dru][cou_fol]1420__3.wav,0.05675550922751427,1791.4635632831917,2218.6100756469746,3919.8711688701924,0.0785381610576923,-187.42662048339844,108.85253143310547,-5.0927886962890625,34.33692169189453,3.784604549407959,14.471097946166992,10.091649055480957,6.886083602905273,-7.5191426277160645,2.386347770690918,-9.03986644744873,2.7742013931274414,-7.019137859344482,0.5843802094459534,0.39211663603782654,0.45393452048301697,0.2673712372779846,0.385177880525589,0.18572135269641876,0.2479737251996994,0.5978160500526428,0.347792387008667,0.3067135810852051,0.23737847805023193,0.5282772779464722,pia
056__[pia][nod][cla]1385__1.wav,0.044716328382492065,888.890807014744,970.0003406702294,1569.2735877403845,0.05418419471153846,-280.2273864746094,212.02273559570312,-41.707786560058594,12.623576164245605,3.6334543228149414,3.042375326156616,1.0569218397140503,-11.303251266479492,-8.097509384155273,-5.833841800689697,-9.555017471313477,-8.0468168258667,-6.460002422332764,0.5081461071968079,0.3427165746688843,0.37429094314575195,0.27607885003089905,0.26578933000564575,0.3659313917160034,0.2186107486486435,0.41125428676605225,0.19332416355609894,0.3478681743144989,0.4352182447910309,0.2999483644962311,pia
056__[pia][nod][cla]1385__2.wav,0.067622609436512,1008.619077823727,1083.833836693526,1724.5611102764424,0.05554387019230769,-244.984619140625,185.59536743164062,-44.76274108886719,12.626633644104004,-7.842761993408203,-2.4663028717041016,-14.267233848571777,-14.371280670166016,-12.171152114868164,-14.515376091003418,-8.529500961303711,-6.50883150100708,-9.587355613708496,0.37852218747138977,0.16945040225982666,0.3432418406009674,0.39781007170677185,0.3905515670776367,0.3282124400138855,0.11554507911205292,0.19181612133979797,0.10631731152534485,0.21933875977993011,0.11207899451255798,0.19536666572093964,pia
056__[pia][nod][cla]1385__3.wav,0.01102389395236969,581.7506347509936,886.8668447340802,897.8517503004807,0.033702674278846156,-508.4541931152344,218.21229553222656,22.48752784729004,-7.970059871673584,19.341064453125,10.096941947937012,-3.90358829498291,-7.6996870040893555,-12.38934326171875,-17.46467399597168,-15.328700065612793,-8.288829803466797,-3.1368417739868164,0.40583309531211853,0.15485520660877228,0.1264203041791916,0.34410780668258667,0.29553768038749695,0.3903680741786957,0.12290671467781067,0.05833907425403595,0.12388613820075989,0.40865999460220337,0.39706534147262573,0.21886752545833588,pia
057__[pia][nod][cla]1413__1.wav,0.029436929151415825,764.1739191316333,828.030881823135,1088.3377779447114,0.05685847355769231,-388.88592529296875,195.8432159423828,6.584490776062012,-4.682872295379639,-5.51107120513916,-12.951972961425781,-9.521069526672363,-3.590378761291504,0.07881093770265579,-0.9409134387969971,-3.2835118770599365,-2.469357967376709,-1.3015576601028442,0.3305685520172119,0.16010214388370514,0.3223355710506439,0.1789824515581131,0.1285542994737625,0.4144672155380249,0.18427200615406036,0.14024874567985535,0.08211877942085266,0.28607049584388733,0.20098286867141724,0.10315137356519699,pia
057__[pia][nod][cla]1413__2.wav,0.018718071281909943,806.4722849116409,793.5195588015463,1135.6280048076924,0.061853966346153845,-454.841796875,182.27743530273438,8.34446907043457,-25.015438079833984,-11.04837703704834,-10.664819717407227,-1.8445830345153809,7.340199947357178,7.352837085723877,-4.1005144119262695,-12.281006813049316,-0.14666536450386047,16.762697219848633,0.11127403378486633,0.1149832159280777,0.428477019071579,0.1140574961900711,0.1691216379404068,0.10290379077196121,0.06482435017824173,0.17971226572990417,0.0634792372584343,0.17240354418754578,0.3304368853569031,0.1452033817768097,pia
057__[pia][nod][cla]1413__3.wav,0.03585720807313919,742.3159180336761,714.3941387124572,988.2912034254807,0.05625751201923077,-406.21820068359375,199.01612854003906,3.167670249938965,-10.827067375183105,-3.9861671924591064,-22.748516082763672,-20.540260314941406,-10.982611656188965,-0.9542271494865417,1.4908298254013062,0.6757457852363586,3.405461549758911,3.459599494934082,0.20527738332748413,0.12431131303310394,0.05082225799560547,0.05744275078177452,0.3465045392513275,0.6235702633857727,0.1471543312072754,0.09698892384767532,0.0398874469101429,0.1409829705953598,0.13118399679660797,0.06075165048241615,pia
063__[pia][nod][cla]1418__1.wav,0.055424079298973083,1133.849079900941,1235.4001684133257,1987.5146484375,0.07217172475961539,-222.23965454101562,183.68263244628906,-50.1431770324707,27.551067352294922,-10.524125099182129,11.008824348449707,-6.0269999504089355,-5.746728420257568,-9.874349594116211,-1.3791629076004028,-5.579469680786133,-6.655007839202881,-11.910165786743164,0.22055299580097198,0.4875878691673279,0.2397005259990692,0.3394564688205719,0.25681981444358826,0.5094124674797058,0.5913811326026917,0.37442487478256226,0.41074612736701965,0.39171648025512695,0.21570613980293274,0.13707226514816284,pia
063__[pia][nod][cla]1418__2.wav,0.04584113508462906,829.659774433864,962.3291705548338,1346.4049353966345,0.04977088341346154,-310.86346435546875,211.31690979003906,-35.530860900878906,14.47843074798584,-9.965289115905762,-5.038917541503906,-12.177326202392578,-10.033637046813965,-9.915033340454102,-5.70236349105835,-9.936128616333008,-11.000364303588867,-9.452632904052734,0.2586834132671356,0.4044523239135742,0.15164132416248322,0.16810891032218933,0.11039052158594131,0.2618256211280823,0.3543400764465332,0.2668944001197815,0.4650117754936218,0.5830172896385193,0.23630858957767487,0.1963081806898117,pia
063__[pia][nod][cla]1418__3.wav,0.045359790325164795,759.9619459785629,919.4706850649208,1279.9004657451924,0.045252403846153845,-324.9916687011719,213.17303466796875,-29.357568740844727,20.427494049072266,-1.340014934539795,-4.32584285736084,-16.506633758544922,-21.17184066772461,-15.364062309265137,-11.854165077209473,-9.424785614013672,-6.171446800231934,-6.706723213195801,0.257215678691864,0.42579513788223267,0.2084483504295349,0.34606796503067017,0.17061303555965424,0.3969052731990814,0.3085736036300659,0.1165434867143631,0.2583877146244049,0.3927460312843323,0.14750827848911285,0.13370077311992645,pia
064__[pia][dru][jaz_blu]1430__1.wav,0.0732927918434143,1594.4777002128383,2135.5710674371344,3388.912071814904,0.054139122596153846,-211.22146606445312,125.80348205566406,20.61819839477539,27.432920455932617,-5.963858127593994,9.303125381469727,-14.740081787109375,-3.698805332183838,-12.450743675231934,4.565948009490967,-4.475616931915283,3.437018871307373,-8.538689613342285,0.28848809003829956,0.1919974982738495,0.5157009959220886,0.2625140845775604,0.29315704107284546,0.2107778936624527,0.5578467845916748,0.6207876801490784,0.2088252156972885,0.2236136794090271,0.15203383564949036,0.24971680343151093,pia
064__[pia][dru][jaz_blu]1430__2.wav,0.07251781970262527,1505.6735426140851,2156.604823566949,3382.0380108173076,0.049429086538461536,-221.34765625,121.62478637695312,21.581317901611328,31.425769805908203,-1.306359887123108,11.896352767944336,-11.726922988891602,-1.0247021913528442,-13.08835220336914,-1.7935795783996582,-12.383601188659668,1.8844753503799438,-0.40336257219314575,0.38586392998695374,0.2197480946779251,0.41398149728775024,0.2734290063381195,0.4118972718715668,0.20287558436393738,0.3711167871952057,0.24939528107643127,0.14471784234046936,0.18909277021884918,0.14407451450824738,0.3300473093986511,pia
064__[pia][dru][jaz_blu]1430__3.wav,0.11031673103570938,1245.0175327954166,1819.3964294383504,2303.058894230769,0.04681865985576923,-186.73287963867188,146.19956970214844,8.489096641540527,17.86994743347168,-0.13900615274906158,10.391966819763184,-17.1048641204834,-6.601764678955078,-15.09102725982666,-4.983696937561035,-16.591514587402344,-2.6511051654815674,-2.8441545963287354,0.4811437726020813,0.23044361174106598,0.4229976534843445,0.22516436874866486,0.15869592130184174,0.15964505076408386,0.39013782143592834,0.2391432821750641,0.09721320122480392,0.19318614900112152,0.3119467496871948,0.43949300050735474,pia
067__[pia][nod][cla]1388__1.wav,0.023664453998208046,1039.3161845579361,946.0957054195892,1572.5035682091345,0.07429011418269231,-376.03057861328125,193.72830200195312,-47.99423599243164,-13.133234977722168,-9.001810073852539,-10.285624504089355,-9.246391296386719,-17.074737548828125,-14.79918098449707,-7.130741119384766,3.43982195854187,7.206349849700928,4.313918113708496,0.21416021883487701,0.29542112350463867,0.5009558200836182,0.25554561614990234,0.16867533326148987,0.3525506258010864,0.1802239567041397,0.21543657779693604,0.05892603471875191,0.08306338638067245,0.22484658658504486,0.19361566007137299,pia
067__[pia][nod][cla]1388__2.wav,0.03007110394537449,1139.9670832230343,1054.761165142916,1743.5268930288462,0.08238431490384615,-332.2113952636719,189.8193817138672,-52.6881217956543,-6.767627716064453,-15.822110176086426,-4.516307830810547,-9.526893615722656,-9.027368545532227,-11.685481071472168,-3.9764020442962646,0.285836786031723,5.706533908843994,2.0938642024993896,0.34134936332702637,0.13480916619300842,0.29989001154899597,0.4036112129688263,0.14067713916301727,0.23070546984672546,0.1208728700876236,0.31859657168388367,0.09839317947626114,0.20166270434856415,0.21081006526947021,0.3653896152973175,pia
